it	it	it
really	really	really
is	is	is
doubly	doubly	doubly
and	and	and
trebly	trebly	trebly
hard	hard	hard
to	to	to
have	have	have
crowds	crowds	crowds
and	and	and
multitudes	multitudes	multitudes
of	of	of
people	people	people
turning	turning	turning
up	up	up
after	after	after
him	him	him
(I	(I	(I
could	could	could
have	have	have
forgiven	forgiven	forgiven
him),	him),	him),
to	to	to
take	take	take
Ladybird's	Ladybird's	Ladybird's
affections	affections	affections
away	away	away
from	from	from
me."	me."	me."
Mr.	Mr.	Mr.
Lorry	Lorry	Lorry
knew	knew	knew
Miss	Miss	Miss
Pross	Pross	Pross
to	to	to
be	be	be
very	very	very
jealous,	jealous,	jealous,
but	but	but
he	he	he
also	also	also
knew	knew	knew
her	her	her
by	by	by
this	this	this
time	time	time
to	to	to
be,	be,	be,
beneath	beneath	beneath
the	the	the
service	service	service
of	of	of
her	her	her
eccentricity,	eccentricity,	eccentricity,
one	one	one
of	of	of
those	those	those
unselfish	unselfish	unselfish
creatures--found	creatures--found	creatures--found
only	only	only
among	among	among
women--who	women--who	women--who
will,	will,	will,
for	for	for
pure	pure	pure
love	love	love
and	and	and
admiration,	admiration,	admiration,
bind	bind	bind
themselves	themselves	themselves
willing	willing	willing
slaves,	slaves,	slaves,
to	to	to
youth	youth	youth
when	when	when
they	they	they
have	have	have
lost	lost	lost
it,	it,	it,
to	to	to
beauty	beauty	beauty
that	that	that
they	they	they
never	never	never
had,	had,	had,
to	to	to
accomplishments	accomplishments	accomplishments
that	that	that
they	they	they
were	were	were
never	never	never
fortunate	fortunate	fortunate
enough	enough	enough
to	to	to
gain,	gain,	gain,
to	to	to
bright	bright	bright
hopes	hopes	hopes
that	that	that
never	never	never
shone	shone	shone
upon	upon	upon
their	their	their
own	own	own
sombre	sombre	sombre
lives.	lives.	lives.
He	He	He
knew	knew	knew
enough	enough	enough
of	of	of
the	a	the
world	world	world
to	to	to
know	know	know
that	that	that
there	there	there
is	is	is
nothing	nothing	nothing
in	in	in
it	it	it
better	better	better
than	than	than
the	the	the
faithful	faithful	faithful
service	service	service
of	of	of
the	a	the
heart;	heart;	heart;
so	so	so
rendered	rendered	rendered
and	and	and
so	so	so
free	free	free
from	from	from
any	any	any
mercenary	mercenary	mercenary
taint,	taint,	taint,
he	he	he
had	had	had
such	such	such
an	an	an
exalted	exalted	exalted
respect	respect	respect
for	for	for
it,	it,	it,
that	that	that
in	in	in
the	the	the
retributive	retributive	retributive
arrangements	arrangements	arrangements
made	made	made
by	by	by
his	his	his
own	own	own
mind--we	mind--we	mind--we
all	all	all
make	make	make
such	such	such
arrangements,	arrangements,	arrangements,
more	more	more
or	or	or
less--he	less--he	less--he
stationed	stationed	stationed
Miss	Miss	Miss
Pross	Pross	Pross
much	much	much
nearer	nearer	nearer
to	to	to
the	the	the
lower	lower	lower
Angels	Angels	Angels
than	than	than
many	many	many
ladies	ladies	ladies
immeasurably	immeasurably	immeasurably
better	better	better
got	got	got
up	up	up
both	both	both
by	by	by
Nature	Nature	Nature
and	and	and
Art,	Art,	Art,
who	who	who
had	had	had
balances	balances	balances
at	at	at
Tellson's.	Tellson's.	Tellson's.
"There	"There	"There
never	never	never
was,	was,	was,
nor	nor	nor
will	will	will
be,	be,	be,
but	but	but
one	one	one
man	man	man
worthy	worthy	worthy
of	of	of
Ladybird,"	Ladybird,"	Ladybird,"
said	said	said
Miss	Miss	Miss
Pross;	Pross;	Pross;
"and	"and	"and
that	that	that
was	was	was
my	my	my
brother	brother	brother
Solomon,	Solomon,	Solomon,
if	if	if
he	he	he
hadn't	hadn't	hadn't
made	made	made
a	the	the
mistake	mistake	mistake
in	in	in
life."	life."	life."
Here	Here	Here
again:	again:	again:
Mr.	Mr.	Mr.
Lorry's	Lorry's	Lorry's
inquiries	inquiries	inquiries
into	into	into
Miss	Miss	Miss
Pross's	Pross's	Pross's
personal	personal	personal
history	history	history
had	had	had
established	established	established
the	the	the
fact	fact	fact
that	that	that
her	her	her
brother	brother	brother
Solomon	Solomon	Solomon
was	was	was
a	the	the
heartless	heartless	heartless
scoundrel	scoundrel	scoundrel
who	who	who
had	had	had
stripped	stripped	stripped
her	her	her
of	of	of
everything	everything	everything
she	she	she
possessed,	possessed,	possessed,
as	as	as
a	the	the
stake	stake	stake
to	to	to
speculate	speculate	speculate
with,	with,	with,
and	and	and
had	had	had
abandoned	abandoned	abandoned
her	her	her
in	in	in
her	her	her
poverty	poverty	poverty
for	for	for
evermore,	evermore,	evermore,
with	with	with
no	no	no
touch	touch	touch
of	of	of
compunction.	compunction.	compunction.
Miss	Miss	Miss
Pross's	Pross's	Pross's
fidelity	fidelity	fidelity
of	of	of
belief	belief	belief
in	in	in
Solomon	Solomon	Solomon
(deducting	(deducting	(deducting
a	a	the
mere	mere	mere
trifle	trifle	trifle
for	for	for
this	this	this
slight	slight	slight
mistake)	mistake)	mistake)
was	was	was
quite	quite	quite
a	a	the
serious	serious	serious
matter	matter	matter
with	with	with
Mr.	Mr.	Mr.
Lorry,	Lorry,	Lorry,
and	and	and
had	had	had
its	its	its
weight	weight	weight
in	in	in
his	his	his
good	good	good
opinion	opinion	opinion
of	of	of
her.	her.	her.
"As	"As	"As
we	we	we
happen	happen	happen
to	to	to
be	be	be
alone	alone	alone
for	for	for
the	the	the
moment,	moment,	moment,
and	and	and
are	are	are
both	both	both
people	people	people
of	of	of
business,"	business,"	business,"
he	he	he
said,	said,	said,
when	when	when
they	they	they
had	had	had
got	got	got
back	back	back
to	to	to
the	the	the
drawing-room	drawing-room	drawing-room
and	and	and
had	had	had
sat	sat	sat
down	down	down
there	there	there
in	in	in
friendly	friendly	friendly
relations,	relations,	relations,
"let	"let	"let
me	me	me
ask	ask	ask
you--does	you--does	you--does
the	the	the
Doctor,	Doctor,	Doctor,
in	in	in
talking	talking	talking
with	with	with
Lucie,	Lucie,	Lucie,
never	never	never
refer	refer	refer
to	to	to
the	the	the
shoemaking	shoemaking	shoemaking
time,	time,	time,
yet?"	yet?"	yet?"
"Never."	"Never."	"Never."
"And	"And	"And
yet	yet	yet
keeps	keeps	keeps
that	that	that
bench	bench	bench
and	and	and
those	those	those
tools	tools	tools
beside	beside	beside
him?"	him?"	him?"
"Ah!"	"Ah!"	"Ah!"
returned	returned	returned
Miss	Miss	Miss
Pross,	Pross,	Pross,
shaking	shaking	shaking
her	her	her
head.	head.	head.
"But	"But	"But
I	I	I
don't	don't	don't
say	say	say
he	he	he
don't	don't	don't
refer	refer	refer
to	to	to
it	it	it
within	within	within
himself."	himself."	himself."
"Do	"Do	"Do
you	you	you
believe	believe	believe
that	that	that
he	he	he
thinks	thinks	thinks
of	of	of
it	it	it
much?"	much?"	much?"
"I	"I	"I
do,"	do,"	do,"
said	said	said
Miss	Miss	Miss
Pross.	Pross.	Pross.
"Do	"Do	"Do
you	you	you
imagine--"	imagine--"	imagine--"
Mr.	Mr.	Mr.
Lorry	Lorry	Lorry
had	had	had
begun,	begun,	begun,
when	when	when
Miss	Miss	Miss
Pross	Pross	Pross
took	took	took
him	him	him
up	up	up
short	short	short
with:	with:	with:
"Never	"Never	"Never
imagine	imagine	imagine
anything.	anything.	anything.
Have	Have	Have
no	no	no
imagination	imagination	imagination
at	at	at
all."	all."	all."
"I	"I	"I
stand	stand	stand
corrected;	corrected;	corrected;
do	do	do
you	you	you
suppose--you	suppose--you	suppose--you
go	go	go
so	so	so
far	far	far
as	as	as
to	to	to
suppose,	suppose,	suppose,
sometimes?"	sometimes?"	sometimes?"
"Now	"Now	"Now
and	and	and
then,"	then,"	then,"
said	said	said
Miss	Miss	Miss
Pross.	Pross.	Pross.
"Do	"Do	"Do
you	you	you
suppose,"	suppose,"	suppose,"
Mr.	Mr.	Mr.
Lorry	Lorry	Lorry
went	went	went
on,	on,	on,
with	with	with
a	the	the
laughing	laughing	laughing
twinkle	twinkle	twinkle
in	in	in
his	his	his
bright	bright	bright
eye,	eye,	eye,
as	as	as
it	it	it
looked	looked	looked
kindly	kindly	kindly
at	at	at
her,	her,	her,
"that	"that	"that
Doctor	Doctor	Doctor
Manette	Manette	Manette
has	has	has
any	any	any
theory	theory	theory
of	of	of
his	his	his
own,	own,	own,
preserved	preserved	preserved
through	through	through
all	all	all
those	those	those
years,	years,	years,
relative	relative	relative
to	to	to
the	the	the
cause	cause	cause
of	of	of
his	his	his
being	being	being
so	so	so
oppressed;	oppressed;	oppressed;
perhaps,	perhaps,	perhaps,
even	even	even
to	to	to
the	a	the
name	name	name
of	of	of
his	his	his
oppressor?"	oppressor?"	oppressor?"
"I	"I	"I
don't	don't	don't
suppose	suppose	suppose
anything	anything	anything
about	about	about
it	it	it
but	but	but
what	what	what
Ladybird	Ladybird	Ladybird
tells	tells	tells
me."	me."	me."
"And	"And	"And
that	that	that
is--?"	is--?"	is--?"
"That	"That	"That
she	she	she
thinks	thinks	thinks
he	he	he
has."	has."	has."
"Now	"Now	"Now
don't	don't	don't
be	be	be
angry	angry	angry
at	at	at
my	my	my
asking	asking	asking
all	all	all
these	these	these
questions;	questions;	questions;
because	because	because
I	I	I
am	am	am
a	a	the
mere	mere	mere
dull	dull	dull
man	man	man
of	of	of
business,	business,	business,
and	and	and
you	you	you
are	are	are
a	a	the
woman	woman	woman
of	of	of
business."	business."	business."
"Dull?"	"Dull?"	"Dull?"
Miss	Miss	Miss
Pross	Pross	Pross
inquired,	inquired,	inquired,
with	with	with
placidity.	placidity.	placidity.
Rather	Rather	Rather
wishing	wishing	wishing
his	his	his
modest	modest	modest
adjective	adjective	adjective
away,	away,	away,
Mr.	Mr.	Mr.
Lorry	Lorry	Lorry
replied,	replied,	replied,
"No,	"No,	"No,
no,	no,	no,
no.	no.	no.
Surely	Surely	Surely
not.	not.	not.
To	To	To
return	return	return
to	to	to
business:--Is	business:--Is	business:--Is
it	it	it
not	not	not
remarkable	remarkable	remarkable
that	that	that
Doctor	Doctor	Doctor
Manette,	Manette,	Manette,
unquestionably	unquestionably	unquestionably
innocent	innocent	innocent
of	of	of
any	any	any
crime	crime	crime
as	as	as
we	we	we
are	are	are
all	all	all
well	well	well
assured	assured	assured
he	he	he
is,	is,	is,
should	should	should
never	never	never
touch	touch	touch
upon	upon	upon
that	that	that
question?	question?	question?
I	I	I
will	will	will
not	not	not
say	say	say
with	with	with
me,	me,	me,
though	though	though
he	he	he
had	had	had
business	business	business
relations	relations	relations
with	with	with
me	me	me
many	many	many
years	years	years
ago,	ago,	ago,
and	and	and
we	we	we
are	are	are
now	now	now
intimate;	intimate;	intimate;
I	I	I
will	will	will
say	say	say
with	with	with
the	the	the
fair	fair	fair
daughter	daughter	daughter
to	to	to
whom	whom	whom
he	he	he
is	is	is
so	so	so
devotedly	devotedly	devotedly
attached,	attached,	attached,
and	and	and
who	who	who
is	is	is
so	so	so
devotedly	devotedly	devotedly
attached	attached	attached
to	to	to
him?	him?	him?
Believe	Believe	Believe
me,	me,	me,
Miss	Miss	Miss
Pross,	Pross,	Pross,
I	I	I
don't	don't	don't
approach	approach	approach
the	the	the
topic	topic	topic
with	with	with
you,	you,	you,
out	out	out
of	of	of
curiosity,	curiosity,	curiosity,
but	but	but
out	out	out
of	of	of
zealous	zealous	zealous
interest."	interest."	interest."
"Well!	"Well!	"Well!
To	To	To
the	the	the
best	best	best
of	of	of
my	my	my
understanding,	understanding,	understanding,
and	and	and
bad's	bad's	bad's
the	a	the
best,	best,	best,
you'll	you'll	you'll
tell	tell	tell
me,"	me,"	me,"
said	said	said
Miss	Miss	Miss
Pross,	Pross,	Pross,
softened	softened	softened
by	by	by
the	the	the
tone	tone	tone
of	of	of
the	a	the
apology,	apology,	apology,
"he	"he	"he
is	is	is
afraid	afraid	afraid
of	of	of
the	the	the
whole	whole	whole
subject."	subject."	subject."
"Afraid?"	"Afraid?"	"Afraid?"
"It's	"It's	"It's
plain	plain	plain
enough,	enough,	enough,
I	I	I
should	should	should
think,	think,	think,
why	why	why
he	he	he
may	may	may
be.	be.	be.
It's	It's	It's
a	the	the
dreadful	dreadful	dreadful
remembrance.	remembrance.	remembrance.
Besides	Besides	Besides
that,	that,	that,
his	his	his
loss	loss	loss
of	of	of
himself	himself	himself
grew	grew	grew
out	out	out
of	of	of
it.	it.	it.
Not	Not	Not
knowing	knowing	knowing
how	how	how
he	he	he
lost	lost	lost
himself,	himself,	himself,
or	or	or
how	how	how
he	he	he
recovered	recovered	recovered
himself,	himself,	himself,
he	he	he
may	may	may
never	never	never
feel	feel	feel
certain	certain	certain
of	of	of
not	not	not
losing	losing	losing
himself	himself	himself
again.	again.	again.
That	That	That
alone	alone	alone
wouldn't	wouldn't	wouldn't
make	make	make
the	the	the
subject	subject	subject
pleasant,	pleasant,	pleasant,
I	I	I
should	should	should
think."	think."	think."
It	It	It
was	was	was
a	the	the
profounder	profounder	profounder
remark	remark	remark
than	than	than
Mr.	Mr.	Mr.
Lorry	Lorry	Lorry
had	had	had
looked	looked	looked
for.	for.	for.
"True,"	"True,"	"True,"
said	said	said
he,	he,	he,
"and	"and	"and
fearful	fearful	fearful
to	to	to
reflect	reflect	reflect
upon.	upon.	upon.
Yet,	Yet,	Yet,
a	the	the
doubt	doubt	doubt
lurks	lurks	lurks
in	in	in
my	my	my
mind,	mind,	mind,
Miss	Miss	Miss
Pross,	Pross,	Pross,
whether	whether	whether
it	it	it
is	is	is
good	good	good
for	for	for
Doctor	Doctor	Doctor
Manette	Manette	Manette
to	to	to
have	have	have
that	that	that
suppression	suppression	suppression
always	always	always
shut	shut	shut
up	up	up
within	within	within
him.	him.	him.
Indeed,	Indeed,	Indeed,
it	it	it
is	is	is
this	this	this
doubt	doubt	doubt
and	and	and
the	the	the
uneasiness	uneasiness	uneasiness
it	it	it
sometimes	sometimes	sometimes
causes	causes	causes
me	me	me
that	that	that
has	has	has
led	led	led
me	me	me
to	to	to
our	our	our
present	present	present
confidence."	confidence."	confidence."
"Can't	"Can't	"Can't
be	be	be
helped,"	helped,"	helped,"
said	said	said
Miss	Miss	Miss
Pross,	Pross,	Pross,
shaking	shaking	shaking
her	her	her
head.	head.	head.
"Touch	"Touch	"Touch
that	that	that
string,	string,	string,
and	and	and
he	he	he
instantly	instantly	instantly
changes	changes	changes
for	for	for
the	the	the
worse.	worse.	worse.
Better	Better	Better
leave	leave	leave
it	it	it
alone.	alone.	alone.
In	In	In
short,	short,	short,
must	must	must
leave	leave	leave
it	it	it
alone,	alone,	alone,
like	like	like
or	or	or
no	no	no
like.	like.	like.
Sometimes,	Sometimes,	Sometimes,
he	he	he
gets	gets	gets
up	up	up
in	in	in
the	the	the
dead	dead	dead
of	of	of
the	the	the
night,	night,	night,
and	and	and
will	will	will
be	be	be
heard,	heard,	heard,
by	by	by
us	us	us
overhead	overhead	overhead
there,	there,	there,
walking	walking	walking
up	up	up
and	and	and
down,	down,	down,
walking	walking	walking
up	up	up
and	and	and
down,	down,	down,
in	in	in
his	his	his
room.	room.	room.
Ladybird	Ladybird	Ladybird
has	has	has
learnt	learnt	learnt
to	to	to
know	know	know
then	then	then
that	that	that
his	his	his
mind	mind	mind
is	is	is
walking	walking	walking
up	up	up
and	and	and
down,	down,	down,
walking	walking	walking
up	up	up
and	and	and
down,	down,	down,
in	in	in
his	his	his
old	old	old
prison.	prison.	prison.
She	She	She
hurries	hurries	hurries
to	to	to
him,	him,	him,
and	and	and
they	they	they
go	go	go
on	on	on
together,	together,	together,
walking	walking	walking
up	up	up
and	and	and
down,	down,	down,
walking	walking	walking
up	up	up
and	and	and
down,	down,	down,
until	until	until
he	he	he
is	is	is
composed.	composed.	composed.
But	But	But
he	he	he
never	never	never
says	says	says
a	the	the
word	word	word
of	of	of
the	a	the
true	true	true
reason	reason	reason
of	of	of
his	his	his
restlessness,	restlessness,	restlessness,
to	to	to
her,	her,	her,
and	and	and
she	she	she
finds	finds	finds
it	it	it
best	best	best
not	not	not
to	to	to
hint	hint	hint
at	at	at
it	it	it
to	to	to
him.	him.	him.
In	In	In
silence	silence	silence
they	they	they
go	go	go
walking	walking	walking
up	up	up
and	and	and
down	down	down
together,	together,	together,
walking	walking	walking
up	up	up
and	and	and
down	down	down
together,	together,	together,
till	till	till
her	her	her
love	love	love
and	and	and
company	company	company
have	have	have
brought	brought	brought
him	him	him
to	to	to
himself."	himself."	himself."
Notwithstanding	Notwithstanding	Notwithstanding
Miss	Miss	Miss
Pross's	Pross's	Pross's
denial	denial	denial
of	of	of
her	her	her
own	own	own
imagination,	imagination,	imagination,
there	there	there
was	was	was
a	a	the
perception	perception	perception
of	of	of
the	the	the
pain	pain	pain
of	of	of
being	being	being
monotonously	monotonously	monotonously
haunted	haunted	haunted
by	by	by
one	one	one
sad	sad	sad
idea,	idea,	idea,
in	in	in
her	her	her
repetition	repetition	repetition
of	of	of
the	the	the
phrase,	phrase,	phrase,
walking	walking	walking
up	up	up
and	and	and
down,	down,	down,
which	which	which
testified	testified	testified
to	to	to
her	her	her
possessing	possessing	possessing
such	such	such
a	a	the
thing.	thing.	thing.
the	The	the
corner	corner	corner
has	has	has
been	been	been
mentioned	mentioned	mentioned
as	as	as
a	the	the
wonderful	wonderful	wonderful
corner	corner	corner
for	for	for
echoes;	echoes;	echoes;
it	it	it
had	had	had
begun	begun	begun
to	to	to
echo	echo	echo
so	so	so
resoundingly	resoundingly	resoundingly
to	to	to
the	the	the
tread	tread	tread
of	of	of
coming	coming	coming
feet,	feet,	feet,
that	that	that
it	it	it
seemed	seemed	seemed
as	as	as
though	though	though
the	the	the
very	very	very
mention	mention	mention
of	of	of
that	that	that
weary	weary	weary
pacing	pacing	pacing
to	to	to
and	and	and
fro	fro	fro
had	had	had
set	set	set
it	it	it
going.	going.	going.
"Here	"Here	"Here
they	they	they
are!"	are!"	are!"
said	said	said
Miss	Miss	Miss
Pross,	Pross,	Pross,
rising	rising	rising
to	to	to
break	break	break
up	up	up
the	a	the
conference;	conference;	conference;
"and	"and	"and
now	now	now
we	we	we
shall	shall	shall
have	have	have
hundreds	hundreds	hundreds
of	of	of
people	people	people
pretty	pretty	pretty
soon!"	soon!"	soon!"
It	It	It
was	was	was
such	such	such
a	the	the
curious	curious	curious
corner	corner	corner
in	in	in
its	its	its
acoustical	acoustical	acoustical
properties,	properties,	properties,
such	such	such
a	the	the
peculiar	peculiar	peculiar
Ear	Ear	Ear
of	of	of
a	a	the
place,	place,	place,
that	that	that
as	as	as
Mr.	Mr.	Mr.
Lorry	Lorry	Lorry
stood	stood	stood
at	at	at
the	the	the
open	open	open
window,	window,	window,
looking	looking	looking
for	for	for
the	the	the
father	father	father
and	and	and
daughter	daughter	daughter
whose	whose	whose
steps	steps	steps
he	he	he
heard,	heard,	heard,
he	he	he
fancied	fancied	fancied
they	they	they
would	would	would
never	never	never
approach.	approach.	approach.
Not	Not	Not
only	only	only
would	would	would
the	the	the
echoes	echoes	echoes
die	die	die
away,	away,	away,
as	as	as
though	though	though
the	the	the
steps	steps	steps
had	had	had
gone;	gone;	gone;
but,	but,	but,
echoes	echoes	echoes
of	of	of
other	other	other
steps	steps	steps
that	that	that
never	never	never
came	came	came
would	would	would
be	be	be
heard	heard	heard
in	in	in
their	their	their
stead,	stead,	stead,
and	and	and
would	would	would
die	die	die
away	away	away
for	for	for
good	good	good
when	when	when
they	they	they
seemed	seemed	seemed
close	close	close
at	at	at
hand.	hand.	hand.
However,	However,	However,
father	father	father
and	and	and
daughter	daughter	daughter
did	did	did
at	at	at
last	last	last
appear,	appear,	appear,
and	and	and
Miss	Miss	Miss
Pross	Pross	Pross
was	was	was
ready	ready	ready
at	at	at
the	a	the
street	street	street
door	door	door
to	to	to
receive	receive	receive
them.	them.	them.
Miss	Miss	Miss
Pross	Pross	Pross
was	was	was
a	the	the
pleasant	pleasant	pleasant
sight,	sight,	sight,
albeit	albeit	albeit
wild,	wild,	wild,
and	and	and
red,	red,	red,
and	and	and
grim,	grim,	grim,
taking	taking	taking
off	off	off
her	her	her
darling's	darling's	darling's
bonnet	bonnet	bonnet
when	when	when
she	she	she
came	came	came
up-stairs,	up-stairs,	up-stairs,
and	and	and
touching	touching	touching
it	it	it
up	up	up
with	with	with
the	a	the
ends	ends	ends
of	of	of
her	her	her
handkerchief,	handkerchief,	handkerchief,
and	and	and
blowing	blowing	blowing
the	a	the
dust	dust	dust
off	off	off
it,	it,	it,
and	and	and
folding	folding	folding
her	her	her
mantle	mantle	mantle
ready	ready	ready
for	for	for
laying	laying	laying
by,	by,	by,
and	and	and
smoothing	smoothing	smoothing
her	her	her
rich	rich	rich
hair	hair	hair
with	with	with
as	as	as
much	much	much
pride	pride	pride
as	as	as
she	she	she
could	could	could
possibly	possibly	possibly
have	have	have
taken	taken	taken
in	in	in
her	her	her
own	own	own
hair	hair	hair
if	if	if
she	she	she
had	had	had
been	been	been
the	the	the
vainest	vainest	vainest
and	and	and
handsomest	handsomest	handsomest
of	of	of
women.	women.	women.
Her	Her	Her
darling	darling	darling
was	was	was
a	a	the
pleasant	pleasant	pleasant
sight	sight	sight
too,	too,	too,
embracing	embracing	embracing
her	her	her
and	and	and
thanking	thanking	thanking
her,	her,	her,
and	and	and
protesting	protesting	protesting
against	against	against
her	her	her
taking	taking	taking
so	so	so
much	much	much
trouble	trouble	trouble
for	for	for
her--which	her--which	her--which
last	last	last
she	she	she
only	only	only
dared	dared	dared
to	to	to
do	do	do
playfully,	playfully,	playfully,
or	or	or
Miss	Miss	Miss
Pross,	Pross,	Pross,
sorely	sorely	sorely
hurt,	hurt,	hurt,
would	would	would
have	have	have
retired	retired	retired
to	to	to
her	her	her
own	own	own
chamber	chamber	chamber
and	and	and
cried.	cried.	cried.
the	A	the
Doctor	Doctor	Doctor
was	was	was
a	the	the
pleasant	pleasant	pleasant
sight	sight	sight
too,	too,	too,
looking	looking	looking
on	on	on
at	at	at
them,	them,	them,
and	and	and
telling	telling	telling
Miss	Miss	Miss
Pross	Pross	Pross
how	how	how
she	she	she
spoilt	spoilt	spoilt
Lucie,	Lucie,	Lucie,
in	in	in
accents	accents	accents
and	and	and
with	with	with
eyes	eyes	eyes
that	that	that
had	had	had
as	as	as
much	much	much
spoiling	spoiling	spoiling
in	in	in
them	them	them
as	as	as
Miss	Miss	Miss
Pross	Pross	Pross
had,	had,	had,
and	and	and
would	would	would
have	have	have
had	had	had
more	more	more
if	if	if
it	it	it
were	were	were
possible.	possible.	possible.
Mr.	Mr.	Mr.
Lorry	Lorry	Lorry
was	was	was
a	a	the
pleasant	pleasant	pleasant
sight	sight	sight
too,	too,	too,
beaming	beaming	beaming
at	at	at
all	all	all
this	this	this
in	in	in
his	his	his
little	little	little
wig,	wig,	wig,
and	and	and
thanking	thanking	thanking
his	his	his
bachelor	bachelor	bachelor
stars	stars	stars
for	for	for
having	having	having
lighted	lighted	lighted
him	him	him
in	in	in
his	his	his
declining	declining	declining
years	years	years
to	to	to
a	the	the
Home.	Home.	Home.
But,	But,	But,
no	no	no
Hundreds	Hundreds	Hundreds
of	of	of
people	people	people
came	came	came
to	to	to
see	see	see
the	the	the
sights,	sights,	sights,
and	and	and
Mr.	Mr.	Mr.
Lorry	Lorry	Lorry
looked	looked	looked
in	in	in
vain	vain	vain
for	for	for
the	a	the
fulfilment	fulfilment	fulfilment
of	of	of
Miss	Miss	Miss
Pross's	Pross's	Pross's
prediction.	prediction.	prediction.
Dinner-time,	Dinner-time,	Dinner-time,
and	and	and
still	still	still
no	no	no
Hundreds	Hundreds	Hundreds
of	of	of
people.	people.	people.
In	In	In
the	the	the
arrangements	arrangements	arrangements
of	of	of
the	the	the
little	little	little
household,	household,	household,
Miss	Miss	Miss
Pross	Pross	Pross
took	took	took
charge	charge	charge
of	of	of
the	the	the
lower	lower	lower
regions,	regions,	regions,
and	and	and
always	always	always
acquitted	acquitted	acquitted
herself	herself	herself
marvellously.	marvellously.	marvellously.
Her	Her	Her
dinners,	dinners,	dinners,
of	of	of
a	the	the
very	very	very
modest	modest	modest
quality,	quality,	quality,
were	were	were
so	so	so
well	well	well
cooked	cooked	cooked
and	and	and
so	so	so
well	well	well
served,	served,	served,
and	and	and
so	so	so
neat	neat	neat
in	in	in
their	their	their
contrivances,	contrivances,	contrivances,
half	half	half
English	English	English
and	and	and
half	half	half
French,	French,	French,
that	that	that
nothing	nothing	nothing
could	could	could
be	be	be
better.	better.	better.
Miss	Miss	Miss
Pross's	Pross's	Pross's
friendship	friendship	friendship
being	being	being
of	of	of
the	a	the
thoroughly	thoroughly	thoroughly
practical	practical	practical
kind,	kind,	kind,
she	she	she
had	had	had
ravaged	ravaged	ravaged
Soho	Soho	Soho
and	and	and
the	a	the
adjacent	adjacent	adjacent
provinces,	provinces,	provinces,
in	in	in
search	search	search
of	of	of
impoverished	impoverished	impoverished
French,	French,	French,
who,	who,	who,
tempted	tempted	tempted
by	by	by
shillings	shillings	shillings
and	and	and
half-crowns,	half-crowns,	half-crowns,
would	would	would
impart	impart	impart
culinary	culinary	culinary
mysteries	mysteries	mysteries
to	to	to
her.	her.	her.
From	From	From
these	these	these
decayed	decayed	decayed
sons	sons	sons
and	and	and
daughters	daughters	daughters
of	of	of
Gaul,	Gaul,	Gaul,
she	she	she
had	had	had
acquired	acquired	acquired
such	such	such
wonderful	wonderful	wonderful
arts,	arts,	arts,
that	that	that
the	the	the
woman	woman	woman
and	and	and
girl	girl	girl
who	who	who
formed	formed	formed
the	the	the
staff	staff	staff
of	of	of
domestics	domestics	domestics
regarded	regarded	regarded
her	her	her
as	as	as
quite	quite	quite
a	a	the
Sorceress,	Sorceress,	Sorceress,
or	or	or
Cinderella's	Cinderella's	Cinderella's
Godmother:	Godmother:	Godmother:
who	who	who
would	would	would
send	send	send
out	out	out
for	for	for
a	a	the
fowl,	fowl,	fowl,
a	a	the
rabbit,	rabbit,	rabbit,
a	the	the
vegetable	vegetable	vegetable
or	or	or
two	two	two
from	from	from
the	the	the
garden,	garden,	garden,
and	and	and
change	change	change
them	them	them
into	into	into
anything	anything	anything
she	she	she
pleased.	pleased.	pleased.
On	On	On
Sundays,	Sundays,	Sundays,
Miss	Miss	Miss
Pross	Pross	Pross
dined	dined	dined
at	at	at
the	a	the
Doctor's	Doctor's	Doctor's
table,	table,	table,
but	but	but
on	on	on
other	other	other
days	days	days
persisted	persisted	persisted
in	in	in
taking	taking	taking
her	her	her
meals	meals	meals
at	at	at
unknown	unknown	unknown
periods,	periods,	periods,
either	either	either
in	in	in
the	a	the
lower	lower	lower
regions,	regions,	regions,
or	or	or
in	in	in
her	her	her
own	own	own
room	room	room
on	on	on
the	the	the
second	second	second
floor--a	floor--a	floor--a
blue	blue	blue
chamber,	chamber,	chamber,
to	to	to
which	which	which
no	no	no
one	one	one
but	but	but
her	her	her
Ladybird	Ladybird	Ladybird
ever	ever	ever
gained	gained	gained
admittance.	admittance.	admittance.
On	On	On
this	this	this
occasion,	occasion,	occasion,
Miss	Miss	Miss
Pross,	Pross,	Pross,
responding	responding	responding
to	to	to
Ladybird's	Ladybird's	Ladybird's
pleasant	pleasant	pleasant
face	face	face
and	and	and
pleasant	pleasant	pleasant
efforts	efforts	efforts
to	to	to
please	please	please
her,	her,	her,
unbent	unbent	unbent
exceedingly;	exceedingly;	exceedingly;
so	so	so
the	the	the
dinner	dinner	dinner
was	was	was
very	very	very
pleasant,	pleasant,	pleasant,
too.	too.	too.
It	It	It
was	was	was
an	an	an
oppressive	oppressive	oppressive
day,	day,	day,
and,	and,	and,
after	after	after
dinner,	dinner,	dinner,
Lucie	Lucie	Lucie
proposed	proposed	proposed
that	that	that
the	the	the
wine	wine	wine
should	should	should
be	be	be
carried	carried	carried
out	out	out
under	under	under
the	the	the
plane-tree,	plane-tree,	plane-tree,
and	and	and
they	they	they
should	should	should
sit	sit	sit
there	there	there
in	in	in
the	the	the
air.	air.	air.
As	As	As
